id,cause_of_death,region_origin,missing,dead,incident_region,date,source,reliability,lat,lon,affected_nationality
95379,Drowning,MENA,2.0,1.0,Mediterranean,20/08/2016,UNHCR,Verified,38.34408544,26.19625451,Syria
96577,Car accident,Central America & Mexico,0.0,1.0,Central America incl. Mexico,25/03/2014,El Siglo de Torreon,Partially Verified,16.2451193,-92.13227516,Guatemala
96977,Drowning,Central America,2.0,1.0,U.S./Mexico Border,14/04/2015,Hoy Tamaulipas,Partially Verified,27.496692699999997,-99.51604537,Mexico
96979,Injured,Horn of Africa,0.0,1.0,Europe,18/12/2015,El Comercio,Partially Verified,40.06729322,9.175777047999999,Eritrea
97377,Murdered,MENA,0.0,1.0,Europe,21/08/2016,AP,Partially Verified,50.92110205,1.8764230080000002,Sudan
97778,Drowning,Sub-Saharan Africa,151.0,0.0,Mediterranean,18/07/2014,Voice of America,Partially Verified,34.58561747,14.216003699999998,Sub-Saharan Africa
98177,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,21/08/2016,Telemundo,Partially Verified,25.89278931,-97.49575973,Mexico
100178,Disease,Caribbean,0.0,1.0,Central America incl. Mexico,19/08/2016,Diario de Cuba,Partially Verified,7.89837297,-77.90530252,Cuban
100179,Drowning,Central America,0.0,1.0,U.S./Mexico Border,28/08/2016,La Rancherita del Aire,Partially Verified,28.70702887,-100.5105063,Guatemala
100578,Vehicle accident,Central America & Mexico,0.0,2.0,U.S./Mexico Border,30/08/2016,El Pais,Verified,26.02252083,-98.44030062,Guatemala
100578,Vehicle accident,Central America & Mexico,0.0,2.0,U.S./Mexico Border,30/08/2016,El Pais,Verified,26.02252083,-98.44030062,Honduras
100578,Vehicle accident,Central America & Mexico,0.0,2.0,U.S./Mexico Border,30/08/2016,El Pais,Verified,26.02252083,-98.44030062,El Salvador
101779,Drowning,Central America & Mexico,0.0,1.0,Central America incl. Mexico,05/03/2015,La 72,Verified,17.48029242,-91.72039916,Honduras
101780,Murdered,Central America & Mexico,0.0,1.0,Central America incl. Mexico,21/03/2016,La 72,Verified,17.26994407,-91.04188429,Honduras
102577,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,08/06/2016,Pima County Office of the Medical Examiner,Verified,31.84182319,-111.62442730000001,Mexico
102579,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,09/06/2016,Pima County Office of the Medical Examiner,Verified,31.63159264,-111.77274270000001,Mexico
102584,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,08/08/2016,Pima County Office of the Medical Examiner,Verified,31.84182319,-111.91556499999999,Guatemala
102588,Murdered,Central America,0.0,2.0,Central America incl. Mexico,02/08/2016,Radio Cadena Voces (via Facebook),Partially Verified,14.08627907,-87.2311048,Honduras
102977,Blunt force head trauma,Central America & Mexico,0.0,1.0,U.S./Mexico Border,15/06/2016,Pima County Office of the Medical Examiner,Verified,31.87914753,-112.316566,Mexico
102979,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,31/07/2016,Pima County Office of the Medical Examiner,Verified,31.93976732,-112.21219579999999,Mexico
102980,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,31/07/2016,Pima County Office of the Medical Examiner,Verified,31.80448376,-112.1627574,Mexico
102983,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,06/08/2016,Pima County Office of the Medical Examiner,Verified,31.85582159,-112.20120949999999,Mexico
102988,Hit by vehicle,Central America,0.0,1.0,U.S./Mexico Border,01/09/2016,Nocitas Anotao,Partially Verified,30.69326963,-111.970326,Honduras
103777,Vehicle accident,Central America & Mexico,0.0,3.0,Central America incl. Mexico,16/08/2016,El Heraldo,Partially Verified,22.12296539,-100.91878129999999,Honduras
103778,Drowning,Sub-Saharan Africa,0.0,7.0,Mediterranean,22/08/2016,Olive Press,Partially Verified,35.98587482,-5.598877428,Africa
103779,Drowning,Central America,0.0,1.0,U.S./Mexico Border,25/08/2016,Nogales International,Partially Verified,31.58451708,-111.0538145,Mexico
105377,Vehicle accident,Horn of Africa,0.0,1.5,Sub-Saharan Africa,28/08/2016,Mwebantu,Partially Verified,-8.992188165,31.38784125,Ethiopia
105377,Vehicle accident,Horn of Africa,0.0,1.5,Sub-Saharan Africa,28/08/2016,Mwebantu,Partially Verified,-8.992188165,31.38784125,Somalia
105379,Drowning,MENA,0.0,6.0,Europe,10/09/2016,"Reuters, IOM Bulgaria",Verified,43.82375478,22.88710293,Iraq
105380,Shot,Middle East,0.0,1.0,Europe,23/08/2016,Reuters,Partially Verified,42.85387529,22.42103893,Afghanistan
105777,Violent robbery,Caribbean,0.0,2.0,South America,07/09/2016,Cuba Debate,Partially Verified,8.109372399,-76.86041845,Cuba
106577,Drowning,Central America,0.0,1.0,Central America incl. Mexico,13/07/2016,Es Diario Populaire,Partially Verified,14.87496027,-92.28515033,Honduras
106578,Disease,Central America & Mexico,0.0,1.0,Central America incl. Mexico,07/09/2016,La Tribuna,Partially Verified,16.37142996,-94.17952664,Honduras
107377,Disease,Caribbean,0.0,1.0,South America,18/08/2016,El Universal,Partially Verified,1.214979592,-77.27535714,Haiti
107378,Disease,Caribbean,0.0,1.0,South America,26/08/2016,Nocitas SF,Partially Verified,8.245085111,-77.23693451,Cuba
107382,Disease,Sub-Saharan Africa,0.0,1.0,South America,11/09/2016,El Siglo,Partially Verified,7.626231747,-77.5097947,Congo
107384,Hit by vehicle,South Asia,0.0,1.0,Europe,15/09/2016,The Independent,Verified,50.96577281,1.8719598119999998,Afghanistan
107777,Murdered,Central America,0.0,25.0,U.S./Mexico Border,18/09/2016,Webb County Office of the Medical Examiner,Verified,27.6669572,-99.37484514,Mexico
108178,Stabbed,South Asia,0.0,1.0,Europe,18/09/2016,IOM Greece,Verified,38.22412836,21.72282021,Afghanistan
108179,Dehydration,Sub-Saharan Africa,0.0,1.0,Mediterranean,19/09/2016,ANSA Med,Partially Verified,37.50684357,9.118345144,Algerian
108577,Drowning,UNKNOWN,21.0,51.0,Mediterranean,20/09/2016,"UNHCR, IOM Italy",Partially Verified,31.90803006,30.138393199999996,Egypt
108577,Drowning,UNKNOWN,21.0,51.0,Mediterranean,20/09/2016,"UNHCR, IOM Italy",Partially Verified,31.90803006,30.138393199999996,Eritrea
108577,Drowning,UNKNOWN,21.0,51.0,Mediterranean,20/09/2016,"UNHCR, IOM Italy",Partially Verified,31.90803006,30.138393199999996,Sudanese
108577,Drowning,UNKNOWN,21.0,51.0,Mediterranean,20/09/2016,"UNHCR, IOM Italy",Partially Verified,31.90803006,30.138393199999996,Syria
108977,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,20/09/2016,La Prensa,Partially Verified,18.61253413,-95.66012733,Honduras
109377,Hit by train,North Africa,0.0,1.0,Europe,23/09/2016,AFP,Partially Verified,50.94598453,1.9162484469999999,Sudan
109778,Disease,Caribbean,0.0,1.0,Central America incl. Mexico,20/09/2016,Confidencial,Partially Verified,11.09532889,-85.67185649,Haiti
109779,Drowning,Central America & Mexico,1.0,0.0,U.S./Mexico Border,23/09/2016,Radio Zocalo,Partially Verified,27.93344392,-99.92356948,Mexico
110178,Drowning,UNKNOWN,15.0,5.0,Caribbean,20/09/2016,FL Keys News,Partially Verified,24.18907503,-81.58823045,Cuba
110577,Drowning,Sub-Saharan Africa,0.0,1.0,Mediterranean,25/08/2016,Europa Press,Partially Verified,36.74428663,-3.2815654710000004,Sub-Saharan Africa
111378,Drowning,South East Asia,10.0,3.5,Mediterranean,28/09/2016,IOM Turkey,Partially Verified,37.00242037,27.40822524,Afghanistan
111378,Drowning,South East Asia,10.0,3.5,Mediterranean,28/09/2016,IOM Turkey,Partially Verified,37.00242037,27.40822524,Pakistan
111379,Vehicle accident,South Asia,0.0,14.0,Middle East,28/09/2016,AFP,Partially Verified,31.21404876,59.45995927,Afghanistan
111381,Drowning,Mixed,0.0,10.0,Mediterranean,02/10/2016,Anadolu Agency,Partially Verified,32.80546847,12.54475117,Libya
111381,Drowning,Mixed,0.0,10.0,Mediterranean,02/10/2016,Anadolu Agency,Partially Verified,32.80546847,12.54475117,Morocco
111381,Drowning,Mixed,0.0,10.0,Mediterranean,02/10/2016,Anadolu Agency,Partially Verified,32.80546847,12.54475117,Syria
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Nigeria
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Eritrea
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Guinea
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Gambia
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Sudan
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Ivory Coast
111382,Asphyxiation,UNKNOWN,0.0,4.0,Mediterranean,03/10/2016,IOM Italy,Partially Verified,35.07116239,14.01171665,Somalia
111383,Dehydration,Central America,0.0,3.0,Central America incl. Mexico,03/10/2016,La Jornada,Partially Verified,18.21023043,-96.12289140000001,Guatemala
111383,Dehydration,Central America,0.0,3.0,Central America incl. Mexico,03/10/2016,La Jornada,Partially Verified,18.21023043,-96.12289140000001,Ecuador
112182,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,12/09/2016,Pima County Office of the Medical Examiner,Verified,31.76712922,-112.2891001,Mexico
113378,Drowning,Sub-Saharan Africa,25.0,0.0,North Africa,03/03/2015,Asociaci�n Pro Derechos Humanos de Andaluc�a (APDHA),Partially Verified,20.74616042,-16.93577199,Sub-Saharan Africa
113380,Drowning,Sub-Saharan Africa,22.0,0.0,Mediterranean,19/06/2015,Asociaci�n Pro Derechos Humanos de Andaluc�a (APDHA),Partially Verified,35.35251502,-3.976367974,Sub-Saharan Africa
113381,Drowning,Sub-Saharan Africa,0.0,1.0,Mediterranean,30/08/2015,Asociaci�n Pro Derechos Humanos de Andaluc�a (APDHA),Partially Verified,35.88046291,-5.320929935,Sub-Saharan Africa
113382,Drowning,Sub-Saharan Africa,1.0,1.0,Mediterranean,12/10/2015,Asociaci�n Pro Derechos Humanos de Andaluc�a (APDHA),Partially Verified,35.27294694,-2.924593911,Morocco
113383,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,16/11/2015,Zupango,Partially Verified,26.08528729,-98.26451937,Mexico
113778,Shot,Central America,0.0,1.0,Central America incl. Mexico,03/08/2015,Tiempo,Partially Verified,20.37373282,-99.64635203,Honduras
114179,Hit by vehicle,Horn of Africa,0.0,1.0,Europe,08/10/2016,BBC,Partially Verified,50.96058326,1.8752213780000002,Eritrea
114180,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,10/10/2016,La Rancherita del Aire,Partially Verified,28.68617033,-100.50911009999999,Mexico
114978,Drowning,Sub-Saharan Africa,8.5,0.0,Mediterranean,13/10/2016,IOM Italy,Verified,33.4000525,13.61620883,Nigeria
114978,Drowning,Sub-Saharan Africa,8.5,0.0,Mediterranean,13/10/2016,IOM Italy,Verified,33.4000525,13.61620883,Senegal
114979,Hit by train,MENA,0.0,1.0,Europe,13/10/2016,La Voix du Nord,Partially Verified,50.978528000000004,2.221462375,Iraq
115777,Suffocation,Horn of Africa,0.0,1.0,Europe,17/10/2016,International Business Times,Partially Verified,51.097212799999994,1.0185993770000001,Eritrea
115778,Drowning,Caribbean,0.0,1.0,Caribbean,17/10/2016,Local 10 - ABC News,Partially Verified,24.01646285,-81.33045,Cuba
116177,Injured from a fight,MENA,0.0,1.0,Europe,17/10/2016,La Presse,Partially Verified,50.537655799999996,2.641136593,Sudan
116578,Vehicle accident,Horn of Africa,0.0,7.0,Sub-Saharan Africa,30/09/2016,IOM Mozambique,Partially Verified,-12.30149237,39.35330377,Ethiopia
116579,Drowning,Central America,0.0,1.0,Central America incl. Mexico,08/10/2016,La Journada,Partially Verified,15.66295484,-93.21907823,Guatemala
116580,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,18/10/2016,Zocalo Saltillo,Partially Verified,28.68812801,-100.5109984,Honduras
117379,Drowning,Central America,0.0,1.0,U.S./Mexico Border,23/10/2016,SDP Noticias,Partially Verified,27.49931634,-99.50719049,Venezuela
117379,Drowning,Central America,0.0,1.0,U.S./Mexico Border,23/10/2016,SDP Noticias,Partially Verified,27.49931634,-99.50719049,El Salvador
118180,Mixed,Central America & Mexico,0.0,44.0,Central America incl. Mexico,22/10/2016,Departmento 19,Verified,19.14634505,-98.4843723,Honduras
119380,Drowning,Sub-Saharan Africa,0.0,32.333333333333336,Mediterranean,25/10/2016,IOM Libya,Partially Verified,33.41159413,13.75668834,Senegal
119380,Drowning,Sub-Saharan Africa,0.0,32.333333333333336,Mediterranean,25/10/2016,IOM Libya,Partially Verified,33.41159413,13.75668834,Mali
119380,Drowning,Sub-Saharan Africa,0.0,32.333333333333336,Mediterranean,25/10/2016,IOM Libya,Partially Verified,33.41159413,13.75668834,Guinea
120579,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,18/10/2016,Jose Luis Morales,Partially Verified,16.09381014,-93.76815215,Honduras
120977,Drowning,Central America & Mexico,1.0,1.0,U.S./Mexico Border,14/07/2016,Rancherita del Aire,Partially Verified,28.966244800000002,-103.1511464,Honduras
120978,Drowning,South East Asia,6.0,54.0,Southeast Asia,01/11/2016,The Jakarta Post,Partially Verified,0.311027488,106.376951,Malaysia
122184,Hit by vehicle,Middle East,0.0,1.0,Europe,25/10/2016,TheLocal.fr,Partially Verified,50.93776396,1.908352024,Syria
122977,Dehydration,Central America & Mexico,0.0,1.0,U.S./Mexico Border,12/10/2016,Zocalo,Partially Verified,28.18218414,-100.24793290000001,El Salvador
122978,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,22/10/2016,Hoy Tamaulipas,Partially Verified,28.78656699,-100.53880749999999,Mexico
122981,Hyperthermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,20/04/2016,El Imparcial,Partially Verified,29.10506945,-110.944694,Mexico
123377,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,13/10/2016,alchileaguascalientes.com,Partially Verified,21.30885493,-102.17252679999999,Honduras
123378,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,21/10/2016,Radio Eco Digital via Facebook,Partially Verified,26.07164192,-98.24756781,Nicaragua
123379,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,03/11/2016,Laredo Monitor,Partially Verified,27.46044645,-99.48892287,Honduras
123381,Drowning,Sub-Saharan Africa,0.0,1.0,Mediterranean,05/11/2016,AFP,Partially Verified,32.89571541,14.26602974,Africa
123777,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,16/06/2016,El Siglo,Partially Verified,28.19378763,-100.2239233,Mexico
124177,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,12/08/2016,Hoy Tamaulipas,Partially Verified,25.88549113,-97.51201242,Mexico
124577,Drowning,Mixed,22.0,4.0,Mediterranean,08/11/2016,UNHCR,Partially Verified,33.58329684,13.46240024,Africa
125377,Road accident,South Asia,0.0,1.0,Europe,15/07/2015,Calais Migrant Solidarity,Verified,50.93723527,1.8909635740000001,Pakistan
125777,Drowning,Sub-Saharan Africa,1.0,5.0,Mediterranean,13/11/2016,SOS Mediteranee,Verified,35.34298932,15.08837691,West Africa
125778,Drowning,Sub-Saharan Africa,135.0,0.0,Mediterranean,13/11/2016,IOM Italy,Verified,34.29678635,15.92333784,West Africa
125782,Shot,South East Asia,0.0,1.0,Southeast Asia,14/11/2016,AFP,Partially Verified,21.39453321,92.41894231,Rohingya
126179,Drowning,South East Asia,0.0,1.0,Caribbean,03/04/2016,PanamPost,Partially Verified,12.41207731,-69.88197657,Venezuela
126180,Hit by vehicle,Central America & Mexico,0.0,1.0,Central America incl. Mexico,13/04/2016,Noticias de la Frontera,Partially Verified,17.42222614,-91.33626540000002,Honduras
126181,Disease,Caribbean,0.0,1.0,South America,29/09/2016,Noticias RPTV,Partially Verified,7.819687403,-77.24050945,Cuba
127777,Drowning,Middle East,3.0,6.0,Mediterranean,17/11/2016,UNHCR,Partially Verified,37.31223352,27.22932411,Syria
127778,Mixed,Central America & Mexico,0.0,6.0,U.S./Mexico Border,17/11/2016,Washington Post,Verified,27.48192786,-99.37209855,Mexico
128177,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,20/11/2016,La Rancherita del Aire,Partially Verified,28.70807918,-100.5114275,Mexico
128178,Murdered,South Asia,0.0,1.0,Europe,20/11/2016,IOM Belgrade,Partially Verified,44.8032752,20.451394,Afghanistan
128579,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,16/11/2016,El Pinero de la Cuenca,Partially Verified,18.84307438,-96.92086989,Central America
128582,Hypothermia,South Asia,0.0,1.0,Europe,22/11/2016,Sofia Globe,Partially Verified,43.4163924,23.02246093,Afghanistan
128978,Drowning,Central America & Mexico,0.0,1.0,Central America incl. Mexico,19/05/2016,"El Mexico, Record Chiapas",Partially Verified,14.883575,-92.24142239,El Salvador
129377,Cervix cancer,Caribbean,0.0,1.0,Central America incl. Mexico,09/11/2016,Presidency of Costa Rica (Official communiqu�),Partially Verified,9.913427331,-84.01792981,Haiti
129378,Suicide,South Asia,0.0,1.0,Europe,22/11/2016,IOM Belgrade,Verified,43.59589735,23.48485441,Afghanistan
129777,Injured,South Asia,0.0,1.0,Central America incl. Mexico,14/05/2016,Presidency of Costa Rica (Official communiqu�),Partially Verified,9.367276726,-83.7032999,Nepal
130177,Drowning,Sub-Saharan Africa,0.0,5.0,Central America incl. Mexico,13/06/2015,Ghana WEb and Critica .com,Partially Verified,8.433601232000001,-77.63891945,Ghana
130178,Hit by train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,16/06/2015,Noticiero Televisa,Partially Verified,25.69566745,-100.3290184,Honduras
130179,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,08/12/2015,Grupo NVI Noticias,,28.76170809,-100.53334670000001,Guatemala
130977,Hypothermia,Caribbean,0.0,1.0,South America,18/11/2016,CDN,Partially Verified,-19.69999756,-68.88332750000001,Dominican Republic
130978,Drowning,Sub-Saharan Africa,0.0,1.0,Europe,21/11/2016,San Remo News,Partially Verified,43.79080673,7.605632529,Nigeria
130979,Drowning,Sub-Saharan Africa,0.0,1.0,Mediterranean,24/11/2016,EFE,Partially Verified,35.89027846,-5.317298477,Sub-Saharan Africa
131783,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,28/11/2016,Aldofo Flores Noticias,Verified,18.50944561,-96.46764834,Honduras
132180,Hypothermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,26/11/2016,Pima County Office of the Medical Examiner,Verified,32.287366999999996,-111.69123300000001,Mexico
132577,Hit by train,Horn of Africa,0.0,1.0,Europe,23/11/2016,Express UK,Partially Verified,46.49271964,11.33357872,Eritrea
132578,Drowning,South East Asia,4.0,26.0,Southeast Asia,05/12/2016,Al Jazeera,Partially Verified,19.8945115,91.77376131,Rohingya
132581,Hypothermia,UNKNOWN,0.0,1.0,South America,30/10/2016,El gobierno de la linea,Partially Verified,-20.47804507,-68.60058703,Dominican Republic
133380,Hit by train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,07/12/2016,Laguna Multimedios,Partially Verified,25.50424256,-103.410196,Honduras
133381,Disease,Central America & Mexico,0.0,1.0,Central America incl. Mexico,29/11/2016,Codigo San Luis,Partially Verified,22.16757,-100.97539350000001,Honduras
133777,Asphyxiation,Central America & Mexico,0.0,1.0,Central America incl. Mexico,07/12/2016,Noreste,Verified,18.821360000000002,-97.16518,Guatemala
133778,Fell from wall,Central America & Mexico,0.0,1.0,U.S./Mexico Border,29/03/2016,canalestrellatv,Partially Verified,31.3377623,-110.58689299999999,El Salvador
134177,Drowning,Sub-Saharan Africa,0.0,11.0,Mediterranean,04/12/2016,IOM Libya,Verified,32.99475788,13.37045003,Sub-Saharan Africa
134180,Vehicle Accident,Central America & Mexico,0.0,2.0,Central America incl. Mexico,13/12/2016,El Sol de Tlaxcala,Partially Verified,14.83629515,-92.45180897,Honduras
137377,Disease,Central America & Mexico,0.0,1.0,U.S./Mexico Border,12/01/2016,Guanajuato Informa and Facebook,Verified,27.18464463,-98.15041226,Mexico
137778,Shot,South East Asia,0.0,1.0,Southeast Asia,18/12/2016,Daily Star,Partially Verified,20.866667,92.3,Rohingya
138177,Hypothermia,Horn of Africa,0.0,1.0,Europe,01/01/2017,Novinite,Partially Verified,42.3488894,27.5591397,Somalia
138579,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,10/11/2016,Diario Presente,Partially Verified,17.59830268,-92.85879035,Honduras
138588,Vehicle accident,Caribbean,0.0,1.0,Central America incl. Mexico,24/12/2016,Radio Formula,Partially Verified,18.10980568,-94.44958184,Haiti
138978,Beaten to death,South America,0.0,1.0,U.S./Mexico Border,11/11/2016,Brazilian Voice,Partially Verified,27.496692699999997,-99.49613265,Brazil
138988,Drowning,Sub-Saharan Africa,56.0,5.0,Mediterranean,22/12/2016,IOM Libya,Partially Verified,32.88404725,12.7152764,West Africa
138989,Drowning,Sub-Saharan Africa,1.5,2.0,Mediterranean,06/12/2016,UNHCR,Partially Verified,35.24884244,-3.905643487,Cameroon
138989,Drowning,Sub-Saharan Africa,1.5,2.0,Mediterranean,06/12/2016,UNHCR,Partially Verified,35.24884244,-3.905643487,Senegal
139378,Vehicle accident,South Asia,0.0,3.0,Europe,28/12/2016,B92,Partially Verified,44.02343083,19.674985500000002,Afghanistan
139379,Mixed,Central America & Mexico,0.0,18.0,U.S./Mexico Border,30/12/2016,Webb County Medical Examiner,Partially Verified,26.81815929,-98.34897197,Mexico
139380,Hypothermia,South Asia,0.0,1.0,Europe,02/01/2017,"IOM Greece, AP",Partially Verified,41.35391961,26.47016486,Afghanistan
139381,Drowning,Sub-Saharan Africa,0.0,5.0,Mediterranean,03/01/2017,IOM Libya,Verified,32.85211622,13.45181773,Senegal
139777,Hypothermia,Middle East,0.0,2.0,Europe,05/01/2017,AFP,Partially Verified,42.07304085,27.01132567,Iraq
140578,Hypothermia,Mixed,0.0,2.0,Middle East,03/01/2017,AP,Partially Verified,33.35082333,35.77302893,Syria
140977,Fell from train,Central America & Mexico,0.0,1.0,Central America incl. Mexico,11/01/2017,El Universal,Verified,27.221777000000003,-101.39,Honduras
141778,Hypothermia,Sub-Saharan Africa,0.0,1.0,Mediterranean,13/01/2017,EFE,Partially Verified,35.90589324,-5.302723052,Sub-Saharan Africa
143380,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,12/01/2017,Hoy Tamaulipas,Partially Verified,25.88449152,-97.47543126,Mexico
143780,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,13/01/2017,La Tarde,Partially Verified,26.07035285,-98.21501849,El Salvador
144177,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,18/01/2017,Horacero and El Salvador Times,Partially Verified,26.08752282,-98.26576391,El Salvador
144747,Murdered,Central America & Mexico,0.0,1.0,Central America incl. Mexico,16/01/2015,La 72,Partially Verified,18.05633095,-93.08446819,Honduras
145146,Vehicle accident,Central America & Mexico,0.0,1.0,Central America incl. Mexico,19/01/2015,Noticieros Televisa,Partially Verified,17.87580674,-93.15120271,El Salvador
145546,Drowning,South America,0.0,5.0,Caribbean,30/12/2015,New York Times,Partially Verified,11.72421022,-68.68923026,Venezuela
145547,Hit by truck,Horn of Africa,0.0,1.0,Europe,20/01/2017,The Telegraph,Partially Verified,50.9254515,1.916389822,Ethiopia
146746,Drowning,Caribbean,51.0,17.0,Caribbean,23/01/2017,AP,Verified,21.75159481,-71.54236171,Haiti
146747,Drowning,South East Asia,0.0,2.0,Southeast Asia,24/01/2017,AFP,Verified,2.435428501,103.8493786,Indonesia
146748,Drowning,South East Asia,0.0,4.0,Southeast Asia,23/01/2017,AFP,Partially Verified,1.874913275,104.1696971,Indonesia
146749,Drowning,South East Asia,7.0,10.0,Southeast Asia,22/01/2017,AFP,Partially Verified,1.991631418,104.16695059999999,Indonesia
146751,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,22/01/2017,El ma�ana,Partially Verified,26.06684263,-98.21010017,El Salvador
147146,Drowning,South East Asia,0.0,8.0,Southeast Asia,25/01/2017,Jakarta Globe,Verified,2.435569135,103.85326500000001,Indonesia
147148,Drowning,Sub-Saharan Africa,0.0,1.0,Mediterranean,26/01/2017,AFP,Verified,36.179854999999996,-6.03178196,Congo
147546,Hypothermia,Sub-Saharan Africa,0.0,2.0,Mediterranean,26/01/2017,IOM Rome,Partially Verified,37.14434869,12.23207794,Ivory Coast
147946,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,15/01/2017,El ma�ana,Partially Verified,26.2066228,-98.50100309999999,Guatemala
147950,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,29/01/2017,Super Channel 12 via Facebook,Partially Verified,28.65929836,-100.49687420000001,Honduras
147951,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,31/01/2017,Mi Morelia,Partially Verified,28.69794407,-100.5112032,Honduras
147952,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,31/01/2017,Mi Morelia,Partially Verified,28.69676854,-100.5110558,Honduras
148346,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,30/01/2017,El ma�ana,Partially Verified,26.15710453,-98.36879379999999,El Salvador
148746,Drowning,Central America & Mexico,0.0,1.0,U.S./Mexico Border,04/02/2017,Zocalo,Partially Verified,29.32961234,-100.9308918,Honduras
148747,Drowning,Horn of Africa,0.0,1.0,Mediterranean,04/02/2017,Daily Sabha,Partially Verified,39.32680774,26.69295326,Ethiopia
149952,Injured,Horn of Africa,0.0,1.0,Middle East,02/02/2017,UNHCR,Verified,12.56319069,45.62726794,Somalia
150355,Drowning,Horn of Africa,0.0,7.0,Middle East,02/02/2017,UNHCR,Verified,12.55105541,44.47840028,Somalia
150356,Dehydration,Horn of Africa,0.0,1.0,Mediterranean,07/02/2017,Lametino,Partially Verified,38.67158567,16.09699553,Ethiopia
150746,Hit by vehicle,Horn of Africa,0.0,1.0,Europe,08/10/2016,The Italian Insider,Partially Verified,43.7893327,7.53318198,Eritrea
150747,Shot,Middle East,0.0,1.0,Middle East,28/10/2016,Syria Observatory for Human Rights,Partially Verified,37.18312,42.12336,Syria
150749,Shot,Middle East/ South Asia,0.0,3.0,Middle East,04/12/2016,Syria Observatory for Human Rights,Partially Verified,36.2,36.516667,Syria
150750,Shot,Middle East,0.0,4.0,Middle East,04/12/2016,Syria Observatory for Human Rights,Partially Verified,36.21360732,36.613869,Syria
150751,Shot,Middle East,0.0,3.0,Middle East,24/12/2016,Syria Observatory for Human Rights,Partially Verified,37.104167,40.93,Syria
150752,Hypothermia,Central America & Mexico,0.0,1.0,U.S./Mexico Border,24/12/2016,Pima County Office of the Medical Examiner,Partially Verified,32.2217429,-110.926479,Guatemala
150753,Hit by car,North Africa,0.0,1.0,Europe,22/10/2016,Imperia,Partially Verified,43.7593223,7.440285671,Sudan
150754,Disease,Central America & Mexico,0.0,1.0,Central America incl. Mexico,31/03/2016,Grupo Beta Ixtepec,Partially Verified,16.749866,-92.94896800000001,El Salvador
150755,Dehydration,Central America & Mexico,0.0,1.0,Central America incl. Mexico,31/10/2016,Grupo Beta Ixtepec,Verified,16.4390101,-95.01745716,Guatemala
